date,ivix_50,ivix_1000,csi1000_close,spread_1000_50,ratio_1000_50,z_20_spread,z_60_spread,z_60_ivix_1000,d1_ivix_1000,d3_ivix_1000,ivix_1000_ma20,spread_ma20,csi1000_ma5,csi1000_ma10,csi1000_ma20,signal_panic_reversal,signal_spread_revert,signal_spread_revert_confirmed,regime_state,regime_equity_exposure,asset_ret,strategy_exposure,turnover,cost,strategy_ret,strategy_nav,benchmark_nav,trade_action
2022-11-04,22.24,25.29,6709.64,3.0500000000000007,1.1371402877697845,-0.3251061241618381,-0.439206614299229,1.029391336655877,0.0,0.0003955696202531,24.995,3.4578241395,6506.686,6446.087,6380.9275,0.0,0.0,0.0,S1,50%,0.021745618897369257,0.0,0.0,0.0,0.0,1.0,1.0431119050173108,
2022-11-07,23.01,24.53,6713.64,1.5199999999999996,1.066058235549761,-1.3750615029200726,-1.4570888920752885,0.6224298328881801,-0.030051403716884,0.0078060805258832,24.973,3.3118241395000005,6590.889999999999,6479.608,6417.3845,0.0,0.0,0.0,S2,80%-100%,0.0005961571708765767,0.0,0.0,0.0,0.0,1.0,1.0437337636595136,
2022-11-08,22.35,23.91,6694.96,1.5599999999999987,1.0697986577181209,-1.2121437023430033,-1.384281466416365,0.3185815031148755,-0.025275173257236,-0.0545670225385527,24.932,3.1538241395,6641.918000000001,6513.526,6451.2465,0.0,0.0,0.0,S2,80%-100%,-0.002782395243117075,0.0,0.0,0.0,-0.0,1.0,1.0408296838004267,
2022-11-09,22.18,23.85,6676.01,1.6700000000000017,1.075293056807935,-1.0212683787026888,-1.2642217336033472,0.2952631363137731,-0.002509410288582,-0.0569395017793593,24.884,3.0378241395000005,6672.217999999999,6531.9580000000005,6475.4145,0.0,0.0,0.0,S2,80%-100%,-0.002830487411425886,0.0,0.0,0.0,-0.0,1.0,1.037883628482991,
2022-11-10,22.33,23.92,6603.31,1.5900000000000034,1.071204657411554,-0.979795851602417,-1.27284003076442,0.3389829745027628,0.0029350104821803,-0.0248675091724418,24.834,2.924824139500001,6679.512000000001,6546.128000000001,6492.968999999999,0.0,0.0,0.0,S2,80%-100%,-0.010889738032147878,0.0,0.0,0.0,-0.0,1.0,1.0265813476609562,
2022-11-11,21.81,24.2,6643.48,2.390000000000001,1.1095827602017423,-0.3289276692375989,-0.7214658436689768,0.4733183501131718,0.0117056856187289,0.0121288163948138,24.8565,2.824824139500001,6666.280000000001,6586.483,6504.820000000001,0.0,0.0,0.0,S2,80%-100%,0.006083312762841464,0.0,0.0,0.0,0.0,1.0,1.0328263630752772,
2022-11-14,22.93,23.83,6599.67,0.8999999999999986,1.039249890972525,-1.3373188625172587,-1.696998029903191,0.2574476961525818,-0.0152892561983472,-0.0008385744234802,24.84,2.621324139500001,6643.486,6617.188,6511.1810000000005,0.0,0.0,0.0,S2,80%-100%,-0.006594435446482749,0.0,0.0,0.0,-0.0,1.0,1.0260154562965516,
2022-11-15,23.16,23.7,6752.51,0.5399999999999991,1.0233160621761657,-1.4584460364161689,-1.8751753212649245,0.1702567626520176,-0.005455308434746,-0.0091973244147157,24.808,2.4272241395000007,6654.996000000001,6648.457,6523.3815,0.0,0.0,0.0,S2,80%-100%,0.02315873369426047,0.0,0.0,0.0,0.0,1.0,1.0497766750151185,
2022-11-16,22.91,23.62,6702.04,0.7100000000000009,1.0309908336970754,-1.2340313914481351,-1.7073235213731313,0.1101041935361692,-0.0033755274261603,-0.0239669421487602,24.8,2.2267241395000004,6660.202,6666.210000000001,6535.426,0.0,0.0,0.0,S2,80%-100%,-0.007474257720462507,0.0,0.0,0.0,-0.0,1.0,1.0419303735971255,
2022-11-17,22.37,23.05,6714.5,0.6799999999999997,1.0303978542691103,-1.1626370362464111,-1.6814769552129871,-0.2202733757635258,-0.0241320914479254,-0.0327318506084766,24.74,2.0472241395000004,6682.4400000000005,6680.976000000001,6549.666,0.0,0.0,0.0,S2,80%-100%,0.0018591354274219984,0.0,0.0,0.0,0.0,1.0,1.0438674632675868,
2022-11-18,21.78,22.76,6658.4,0.9800000000000004,1.0449954086317723,-0.8212317118301596,-1.4522458811214662,-0.3869148961878514,-0.012581344902386,-0.0396624472573838,24.681500000000003,1.9187241395000008,6685.423999999999,6675.852000000001,6560.969499999999,0.0,0.0,0.0,S2,80%-100%,-0.008355052498324578,0.0,0.0,0.0,-0.0,1.0,1.0351458958106932,
2022-11-21,22.0,23.83,6689.33,1.8299999999999983,1.083181818181818,-0.087400805822269,-0.9102943685540452,0.1839707141975494,0.0470123022847097,0.0088907705334462,24.5605,1.9297241395000009,6703.356,6673.421,6576.5145,0.0,0.0,0.0,S2,80%-100%,0.004645260122551953,0.0,0.0,0.0,0.0,1.0,1.039954417761526,
2022-11-22,21.99,23.31,6583.23,1.3200000000000005,1.0600272851296044,-0.4588201747179755,-1.190994094194199,-0.1239552716611666,-0.0218212337389844,0.0112798264642082,24.392000000000003,1.8067241395000004,6669.5,6662.248,6587.887000000001,0.0,0.0,0.0,S1,50%,-0.015861080257664084,0.0,0.0,0.0,-0.0,1.0,1.023459617277098,
2022-11-23,22.08,22.75,6567.99,0.6700000000000017,1.0303442028985508,-1.007652962381804,-1.5235333638925153,-0.4515058670754488,-0.0240240240240239,-0.000439367311072,24.2795,1.6457241395000004,6642.69,6651.446000000001,6591.702,0.0,0.0,0.0,S1,50%,-0.0023149730451464956,0.0,0.0,0.0,-0.0,1.0,1.0210903358503056,
2022-11-24,21.88829295,22.49,6586.86,0.6017070499999981,1.0274899029985798,-1.056191751192841,-1.5026771031864452,-0.589082412459649,-0.0114285714285714,-0.0562316407889215,24.154000000000003,1.4790853525000005,6617.161999999999,6649.801,6597.9645,0.0,0.0,0.0,S1,50%,0.0028730250807325053,0.0,0.0,0.0,0.0,1.0,1.0240239539948972,
2022-11-25,21.25084989,22.56,6512.16,1.3091501099999974,1.0616046001348889,-0.1561867647522873,-1.0534525528520078,-0.5481100447475059,0.0031124944419742,-0.0321750321750321,23.972500000000004,1.436542858,6587.914,6636.669,6611.575999999999,0.0,0.0,0.0,S1,50%,-0.011340760240843073,0.0,0.0,0.0,-0.0,1.0,1.0124107438517609,
2022-11-28,22.91,23.39,6492.71,0.4800000000000004,1.0209515495416848,-1.2278296757401117,-1.480668295650965,-0.093119502581969,0.0367907801418441,0.028131868131868,23.795,1.4525428580000002,6548.59,6625.973,6621.580499999999,0.0,0.0,0.0,S1,50%,-0.0029867202280041694,0.0,0.0,0.0,-0.0,1.0,1.00938695620405,
2022-11-29,24.04,22.84,6594.32,-1.1999999999999993,0.9500831946755408,-2.548385913071784,-2.327212728897429,-0.3970137560478393,-0.0235143223599829,0.015562472209871,23.673,1.295042858,6550.808,6610.154,6629.3055,0.0,0.0,0.0,S1,50%,0.015649859611780004,0.0,0.0,0.0,0.0,1.0,1.0251837203626053,
2022-11-30,23.55,22.86,6590.31,-0.6900000000000013,0.970700636942675,-1.756325386551941,-1.9735187455074,-0.3758117153725003,0.0008756567425569,0.0132978723404255,23.599,1.148042858,6555.272,6598.981,6632.5955,0.0,0.0,0.0,S1,50%,-0.000608099091339076,0.0,0.0,0.0,-0.0,1.0,1.0245603070737972,
2022-12-01,23.8,21.73,6658.43,-2.0700000000000003,0.9130252100840336,-2.5206501484223045,-2.5819125914747967,-0.9923781120095294,-0.0494313210848643,-0.0709705002137666,23.421,0.8920428579999999,6569.586,6593.374000000001,6637.175,0.0,0.0,0.0,S2,80%-100%,0.01033638781787194,0.0,0.0,0.0,0.0,1.0,1.03515055975051,
2022-12-02,21.55,21.15,6680.54,-0.4000000000000021,0.9814385150812064,-1.025279623319792,-1.616617106695008,-1.2780962173546535,-0.0266912103083295,-0.0739929947460595,23.214,0.7195428579999998,6603.262000000001,6595.588000000001,6635.719999999999,0.0,0.0,0.0,S2,80%-100%,0.0033206026045178305,0.0,0.0,0.0,0.0,1.0,1.0385878833952855,
2022-12-05,22.2,21.52,6714.37,-0.6799999999999997,0.9693693693693692,-1.153881448724004,-1.7046651250889933,-1.044072022075106,0.0174940898345155,-0.0586176727909011,23.0635,0.6095428579999999,6647.594,6598.092,6635.7565,0.0,0.0,0.0,S2,80%-100%,0.005063961895295899,0.0,0.0,0.0,0.0,1.0,1.0438472528617153,
2022-12-06,21.8,21.17,6703.55,-0.629999999999999,0.9711009174311928,-1.002884553495549,-1.6175972848355606,-1.194810906264024,-0.0162639405204459,-0.0257708237459732,22.9265,0.5000428579999999,6669.44,6610.124000000001,6636.186,0.0,0.0,0.0,S2,80%-100%,-0.0016114691326214459,0.0,0.0,0.0,-0.0,1.0,1.042165125234557,
2022-12-07,21.78,20.59,6705.29,-1.1900000000000013,0.9453627180899908,-1.3432639356410774,-1.8291705652066097,-1.5016931789746213,-0.0273972602739727,-0.0264775413711583,22.7635,0.3570428579999998,6692.436,6623.854000000001,6637.65,0.0,0.0,0.0,S2,80%-100%,0.00025956396237813983,0.0,0.0,0.0,0.0,1.0,1.0424356337439151,
2022-12-08,21.36,20.4,6662.34,-0.9600000000000009,0.9550561797752808,-1.0351304396644254,-1.6475812474167943,-1.6323005129978931,-0.0092277804759592,-0.0520446096654275,22.5875,0.2295428579999995,6693.218000000001,6631.402,6640.6015,0.0,0.0,0.0,S2,80%-100%,-0.006405390370886277,0.0,0.0,0.0,-0.0,1.0,1.0357584265732631,
2022-12-09,20.96,20.1,6680.38,-0.8599999999999994,0.958969465648855,-0.8800618283946388,-1.5637475031068824,-1.911765897809964,-0.014705882352941,-0.0505432215399149,22.3825,0.0670428579999995,6693.186,6648.224,6642.4465,0.0,0.0,0.0,S2,80%-100%,0.002707757334510008,0.0,0.0,0.0,0.0,1.0,1.0385630090495974,
2022-12-12,21.49,20.34,6655.67,-1.1499999999999986,0.9464867380176828,-1.0438654800706697,-1.6435908053726378,-1.839262300768563,0.0119402985074625,-0.0121418164157357,22.208,-0.0354571420000002,6681.445999999999,6664.52,6645.246499999999,0.0,0.0,0.0,S2,80%-100%,-0.003698891380430447,0.0,0.0,0.0,-0.0,1.0,1.03472147728739,
2022-12-13,21.03,20.41,6593.67,-0.620000000000001,0.9705183071802188,-0.4937999882403583,-1.3330954807062465,-1.7894516686885262,0.0034414945919369,0.0004901960784313,22.0435,-0.0934571420000002,6659.469999999999,6664.455,6637.3045,0.0,0.0,0.0,S1,50%,-0.009315365695715117,0.0,0.0,0.0,-0.0,1.0,1.0250826683332472,
2022-12-14,20.68,20.58,6570.02,-0.1000000000000014,0.995164410058027,0.0323575679412806,-1.0459736376401274,-1.6919397209473526,0.0083292503674667,0.0238805970149251,21.8915,-0.1339571420000004,6632.416,6662.426000000001,6630.7035000000005,0.0,0.0,0.0,S1,50%,-0.0035867733750702957,0.0,0.0,0.0,-0.0,1.0,1.0214059291112236,
2022-12-15,19.8,19.69,6597.55,-0.1099999999999994,0.9944444444444444,0.0614950679440612,-1.019362580405341,-2.105257387450008,-0.0432458697764819,-0.0319567354965584,21.7235,-0.1734571420000003,6619.4580000000005,6656.338000000001,6624.856,0.0,0.0,0.0,S1,50%,0.004190245996206876,0.0,0.0,0.0,0.0,1.0,1.0256858712161838,
2022-12-16,19.44,18.52,6519.44,-0.9200000000000016,0.9526748971193416,-0.6468256250668537,-1.3630419547670656,-2.584396215344554,-0.0594210259014729,-0.0926016658500735,21.5115,-0.2684571420000005,6587.27,6640.228,6617.908,0.0,0.0,0.0,S1,50%,-0.011839243355488138,0.0,0.0,0.0,-0.0,1.0,1.0135425265805695,
2022-12-19,19.95,19.09,6390.77,-0.8599999999999994,0.9568922305764412,-0.516754589251513,-1.3141435071773977,-2.2756438460177133,0.0307775377969763,-0.0724003887269192,21.2745,-0.4029571420000003,6534.29,6607.868,6602.9800000000005,0.0,0.0,0.0,S1,50%,-0.019736357723976194,0.0,0.0,0.0,-0.0,1.0,0.9935388887075127,
2022-12-20,20.25,19.77,6341.58,-0.4800000000000004,0.9762962962962964,0.0164849370042953,-1.0953835704763994,-1.8327365837873992,0.0356207438449449,0.004062976130015,21.0975,-0.4929571420000004,6483.872,6571.671,6590.897500000001,0.0,0.0,0.0,S1,50%,-0.007697038072094653,0.0,0.0,0.0,-0.0,1.0,0.9858915820550244,
2022-12-21,19.82,19.52,6289.14,-0.3000000000000007,0.9848637739656912,0.3267426893315288,-0.9764795194500075,-1.8722371374774944,-0.0126454223571067,0.0539956803455723,20.936,-0.5414571420000005,6427.696000000001,6530.0560000000005,6576.955,0.0,0.0,0.0,S1,50%,-0.008269232588723918,0.0,0.0,0.0,-0.0,1.0,0.9777390152557464,
2022-12-22,18.95,20.31,6186.93,1.3599999999999994,1.0717678100263852,2.283346180671829,-0.1696477228807657,-1.4229997548424664,0.0404713114754098,0.0639078051335777,20.827,-0.5035424945000004,6345.572,6482.515,6556.958499999999,0.0,0.0,0.0,S1,50%,-0.016251824573789153,0.0,0.0,0.0,-0.0,1.0,0.9618489723008606,
2022-12-23,19.56,20.99,6160.75,1.4299999999999995,1.0731083844580778,2.320634253022722,-0.1183997496264467,-1.0581014017432069,0.0334810438207779,0.0617096611026808,20.7485,-0.4975000000000003,6273.834,6430.552000000001,6539.388000000001,0.0,0.0,0.0,S1,50%,-0.004231500922105225,0.0,0.0,0.0,-0.0,1.0,0.9577789074876436,
2022-12-26,19.51,19.29,6275.52,-0.2200000000000024,0.9887237314197846,0.3899078091776499,-0.8853268221015569,-1.806574923014924,-0.0809909480705097,-0.0117827868852459,20.5435,-0.5325000000000004,6250.784,6392.537,6528.5285,0.0,0.0,0.0,S1,50%,0.018629225337824185,0.0,0.0,0.0,0.0,1.0,0.975621586579046,
2022-12-27,18.85,18.78,6325.63,-0.0700000000000002,0.996286472148541,0.5128142455299955,-0.7857007152445674,-1.9464232500400789,-0.0264385692068428,-0.0753323485967503,20.3405,-0.4760000000000005,6247.594,6365.733,6515.094,0.0,0.0,0.0,S1,50%,0.00798499566569788,0.0,0.0,0.0,0.0,1.0,0.9834119207192409,
2022-12-28,18.26,18.52,6268.47,0.259999999999998,1.0142387732749178,0.8536317176640178,-0.5973991481281792,-1.960969404368265,-0.0138445154419596,-0.1176750833730347,20.1235,-0.4285000000000005,6243.460000000001,6335.578,6499.002,0.0,0.0,0.0,S1,50%,-0.009036254096429941,0.0,0.0,0.0,-0.0,1.0,0.9745255607221636,
2022-12-29,17.94050355,18.33,6261.83,0.3894964499999993,1.0217104524917306,0.9564827483053664,-0.5081871492455365,-1.942484005070672,-0.0102591792656587,-0.0497667185069985,19.9535,-0.3055251775000006,6258.4400000000005,6302.005999999999,6479.1720000000005,0.0,0.0,0.0,S1,50%,-0.0010592696463411766,0.0,0.0,0.0,-0.0,1.0,0.973493275376107,
2022-12-30,17.2,18.01,6281.62,0.8100000000000023,1.047093023255814,1.374478768656186,-0.2645924785161601,-1.975018721796328,-0.017457719585379,-0.0410010649627262,19.7965,-0.2450251775000003,6282.6140000000005,6278.224,6459.226,0.0,0.0,0.0,S1,50%,0.0031604179608837324,0.0,0.0,0.0,0.0,1.0,0.9765699210084052,
2023-01-03,17.23,18.17,6423.7,0.9400000000000012,1.0545560069645967,1.3733659111836314,-0.1690752199041136,-1.8202650996483407,0.0088839533592448,-0.0188984881209501,19.629,-0.1640251775000002,6312.25,6281.517,6444.6925,0.0,0.0,0.0,S1,50%,0.022618369146812478,0.0,0.0,0.0,0.0,1.0,0.9986583399794468,
2023-01-04,17.17,18.14,6421.28,0.9699999999999988,1.0564938846825858,1.26364519873238,-0.1227892461300965,-1.751577671903154,-0.0016510731975785,-0.0103655210038187,19.4775,-0.0840251775000004,6331.38,6289.486999999999,6430.579,0.0,0.0,0.0,S1,50%,-0.00037672992200754596,0.0,0.0,0.0,-0.0,1.0,0.9982821155009142,
2023-01-05,17.73,17.94,6485.47,0.2100000000000008,1.011844331641286,0.2820747118510844,-0.521805321502632,-1.752472739708357,-0.0110253583241455,-0.0038867295946696,19.345,-0.0140251775000002,6374.780000000001,6309.12,6419.588000000001,0.0,0.0,0.0,S1,50%,0.009996449306057364,0.0,0.0,0.0,0.0,1.0,1.0082613920616628,
2023-01-06,17.94,17.77,6500.32,-0.1700000000000017,0.9905239687848384,-0.2559436078681111,-0.711746111577755,-1.7418883339719764,-0.0094760312151617,-0.0220143093010457,19.2135,0.0254748224999996,6422.478,6340.459,6411.487,0.0,0.0,0.0,S2,80%-100%,0.0022897338203706763,0.0,0.0,0.0,0.0,1.0,1.0105700422708404,
2023-01-09,19.43,18.95,6535.75,-0.4800000000000004,0.9752959341224908,-0.7039439121086828,-0.8668843920729757,-1.2351205471800966,0.0664040517726505,0.0446527012127893,19.156,0.0444748224999996,6473.303999999999,6377.959,6404.2555,0.0,0.0,0.0,S2,80%-100%,0.005450500898417365,0.0,0.0,0.0,0.0,1.0,1.0160781551941513,
2023-01-10,19.3,18.93,6540.2,-0.370000000000001,0.9808290155440414,-0.6495135604827232,-0.7836146026302677,-1.2003694198777577,-0.0010554089709762,0.0551839464882941,19.0855,0.0834748224999994,6496.604,6404.427000000001,6398.482,0.0,0.0,0.0,S2,80%-100%,0.0006808705963354811,0.0,0.0,0.0,0.0,1.0,1.016769972933602,
2023-01-11,19.41,18.93,6486.9,-0.4800000000000004,0.9752704791344669,-0.825076080077488,-0.8317825572033813,-1.1598750594046516,0.0,0.0652785593697242,19.0115,0.0904748224999995,6509.728,6420.553999999999,6393.1435,0.0,0.0,0.0,S2,80%-100%,-0.008149597871624725,0.0,0.0,0.0,-0.0,1.0,1.0084837065262502,
2023-01-12,18.98,18.75,6489.57,-0.2300000000000004,0.987881981032666,-0.452470448628239,-0.6516909198860168,-1.187157503362888,-0.0095087163232963,-0.0105540897097624,18.92,0.0839748224999995,6510.548,6442.663999999999,6389.121,0.0,0.0,0.0,S2,80%-100%,0.0004115987605790572,0.0,0.0,0.0,0.0,1.0,1.0088987971699206,
2023-01-13,17.71,18.1,6517.51,0.3900000000000005,1.0220214568040655,0.4040266397706357,-0.1947666268558206,-1.382078915396168,-0.0346666666666666,-0.0438457474907553,18.8405,0.1089748224999995,6513.985999999999,6468.232,6385.119000000001,0.0,0.0,0.0,S1,50%,0.004305370001402409,0.0,0.0,0.0,0.0,1.0,1.013242479785707,
2023-01-16,19.28,17.98,6591.81,-1.3000000000000007,0.9325726141078838,-1.9053553405889567,-1.3815738648042395,-1.374981024072383,-0.0066298342541436,-0.0501848917062862,18.8135,0.0899748224999996,6525.198,6499.250999999999,6388.7375,0.0,0.0,0.0,S2,80%-100%,0.011400059225072257,0.0,0.0,0.0,0.0,1.0,1.024793504064623,
2023-01-17,18.7,17.92,6597.49,-0.7799999999999976,0.958288770053476,-1.20676966765029,-0.9671152153139488,-1.3585996745062132,-0.0033370411568408,-0.0442666666666665,18.755,0.0939748224999997,6536.656,6516.63,6399.0735,0.0,0.0,0.0,S2,80%-100%,0.000861675321345734,0.0,0.0,0.0,0.0,1.0,1.025676543336551,
2023-01-18,19.47,18.15,6613.01,-1.3200000000000005,0.9322033898305084,-1.7558628122244213,-1.3469680245362952,-1.2431175886332493,0.0128348214285711,0.0027624309392264,18.674,0.0519748224999997,6561.878,6535.803,6412.645,0.0,0.0,0.0,S2,80%-100%,0.002352409780083109,0.0,0.0,0.0,0.0,1.0,1.0280893548682977,
2023-01-19,20.46,18.79,6676.08,-1.6700000000000017,0.918377321603128,-1.902760216926527,-1.6044529498978426,-0.96607602686063,0.0352617079889807,0.0450500556173525,18.6375,-0.0165251775000003,6599.18,6554.864,6431.992,0.0,0.0,0.0,S1,50%,0.009537260642279444,0.0,0.0,0.0,0.0,1.0,1.0378945110092297,
2023-01-20,20.63,18.74,6736.85,-1.8900000000000008,0.9083858458555502,-1.898334010195324,-1.780832370166033,-0.954774664254625,-0.0026609898882384,0.0457589285714283,18.559,-0.1790251775000003,6643.048000000001,6578.517,6459.487999999999,0.0,0.0,0.0,S1,50%,0.00910264706234809,0.0,0.0,0.0,0.0,1.0,1.047342098430895,
2023-01-30,19.37,19.59,6786.45,0.2199999999999988,1.0113577697470315,0.5570048180545218,-0.0111201863479539,-0.597469583785872,0.045357524012807,0.0793388429752066,18.489,-0.2395251775000003,6681.976,6603.587,6490.772999999999,0.0,0.0,0.0,S1,50%,0.007362491372080449,0.0,0.0,0.0,0.0,1.0,1.055053145594209,
2023-01-31,19.28,19.05,6805.28,-0.2300000000000004,0.9880705394190872,0.0121519695658628,-0.3850396609186283,-0.7977769394683948,-0.0275650842266461,0.0138371474188399,18.477,-0.2400251775000002,6723.534,6630.094999999999,6517.261,0.0,0.0,0.0,S1,50%,0.0027746465383227115,0.0,0.0,0.0,0.0,1.0,1.0579805451523785,
2023-02-01,19.73,19.78,6916.72,0.0500000000000007,1.0025342118601115,0.3435566973106425,-0.1245310177177614,-0.4634734194984281,0.0383202099737534,0.0554962646744932,18.527,-0.2340251775000002,6784.276,6673.077,6546.8155,0.0,0.0,0.0,S1,50%,0.01637552018432764,0.0,0.0,0.0,0.0,1.0,1.0753055269241472,
2023-02-02,19.93,20.15,6933.23,0.2199999999999988,1.0110386352232814,0.5524166949528709,0.0519330527628444,-0.2777808728024716,0.0187057633973708,0.0285860132720774,18.6085,-0.2360251775000001,6835.706,6717.443000000001,6580.0535,0.0,0.0,0.0,S1,50%,0.0023869695462588325,0.0,0.0,0.0,0.0,1.0,1.077872248469839,
2023-02-03,20.04,20.3,6925.08,0.2600000000000015,1.0129740518962076,0.6121780753139595,0.1361322185871626,-0.1807706035507805,0.0074441687344914,0.0656167979002624,18.707,-0.2425,6873.352000000001,6758.2,6613.216,0.0,0.0,0.0,S1,50%,-0.0011754982886763576,0.0,0.0,0.0,-0.0,1.0,1.076605211486351,
2023-02-06,20.96,20.47,6891.41,-0.490000000000002,0.97662213740458,-0.2328572804792318,-0.5466915289527072,-0.0685458727664441,0.0083743842364532,0.0348837209302324,18.83,-0.3075000000000003,6894.344,6788.160000000001,6643.705500000001,0.0,0.0,0.0,S1,50%,-0.004862037694871368,0.0,0.0,0.0,-0.0,1.0,1.0713707163656094,
2023-02-07,20.61,20.48,6924.32,-0.129999999999999,0.9936923823386706,0.3170074396325855,-0.1614554151650946,-0.0325222594092374,0.0004885197850512,0.0163771712158808,18.9455,-0.3610000000000003,6918.152,6820.842999999999,6668.736499999999,0.0,0.0,0.0,S1,50%,0.004775510381765047,0.0,0.0,0.0,0.0,1.0,1.0764870583443324,
2023-02-08,20.08,19.69,6877.72,-0.389999999999997,0.980577689243028,0.0592731683312303,-0.4016842292272718,-0.3961166884081137,-0.03857421875,-0.0300492610837438,19.023,-0.4290000000000001,6910.351999999999,6847.314,6691.558499999999,0.0,0.0,0.0,S1,50%,-0.006729902719689318,0.0,0.0,0.0,-0.0,1.0,1.0692424051626706,
2023-02-09,19.58,19.74,6999.18,0.1600000000000001,1.0081716036772217,0.9023574089420844,0.2026744413718138,-0.3447358092233707,0.0025393600812593,-0.0356619443087444,19.113,-0.4315000000000001,6923.542,6879.624000000001,6717.244000000001,0.0,0.0,0.0,S1,50%,0.01765992218351431,0.0,0.0,0.0,0.0,1.0,1.088125142833157,
2023-02-10,18.89,20.06,6975.39,1.1699999999999982,1.061937533086289,2.0572729800893046,1.3055217171965023,-0.1504504707960937,0.0162107396149948,-0.0205078125000001,19.2275,-0.3645000000000001,6933.604000000001,6903.478,6740.9975,0.0,0.0,0.0,S0,20%,-0.0033989695935809916,0.0,0.0,0.0,-0.0,1.0,1.0844266385586563,
2023-02-13,19.02,18.93,7052.18,-0.0899999999999998,0.995268138801262,0.3409969290335337,-0.0140316926147973,-0.7285188692924026,-0.0563310069790627,-0.0385982732351448,19.2265,-0.3450000000000001,6965.758,6930.051,6766.819,0.0,0.0,0.0,S1,50%,0.011008703456007574,0.0,0.0,0.0,0.0,1.0,1.0963647698423435,
